context,factor,low_level,high_level,matches_per_level,weak_win_effect,weak_win_ci_low,weak_win_ci_high,weak_win_seed_clusters,weak_round_margin_effect,weak_round_margin_ci_low,weak_round_margin_ci_high,weak_round_margin_seed_clusters,weak_score_effect,weak_score_ci_low,weak_score_ci_high,weak_score_seed_clusters,strong_score_effect,strong_score_ci_low,strong_score_ci_high,strong_score_seed_clusters,rounds_won_added,rounds_won_added_ci_low,rounds_won_added_ci_high,opponent_rounds_denied,opponent_rounds_denied_ci_low,opponent_rounds_denied_ci_high,margin_reconciliation_error,seed_block_sign_agreement,baseline_level,treatment_level,weak_win_effect_pp
equal_75v75_core,tactic_aggression,50,0,450,-0.06000000000000001,-0.10170802237453301,-0.018291977625467012,45,-0.9066666666666667,-1.4103008735408182,-0.40303245979251534,45,-0.6622222222222223,-1.0234406978317545,-0.30100374661268997,45,0.2444444444444445,-0.06470837071870741,0.5535972596075964,45,-0.6622222222222223,-1.0234406978317545,-0.30100374661268997,-0.2444444444444445,-0.5535972596075964,0.06470837071870741,2.7755575615628914e-17,1.0,50,0,-6.000000000000001
equal_75v75_core,tactic_aggression,50,100,450,0.23333333333333328,0.19767036265769963,0.26899630400896696,45,3.46,3.060638417386759,3.859361582613241,45,1.5155555555555555,1.205316435736358,1.8257946753747532,45,-1.9444444444444444,-2.304882157528691,-1.5840067313601975,45,1.5155555555555555,1.205316435736358,1.8257946753747532,1.9444444444444444,1.5840067313601975,2.304882157528691,0.0,1.0,50,100,23.33333333333333
equal_75v75_core,tactic_aggression,50,25,450,0.006666666666666668,-0.030901144376119925,0.04423447770945326,45,-0.015555555555555555,-0.45285019180463343,0.42173908069352234,45,-0.09333333333333332,-0.4449464449659283,0.25827977829926163,45,-0.07777777777777775,-0.3884089744374355,0.23285341888188002,45,-0.09333333333333332,-0.4449464449659283,0.25827977829926163,0.07777777777777775,-0.23285341888188002,0.3884089744374355,1.3877787807814457e-17,0.3333333333333333,50,25,0.6666666666666667
equal_75v75_core,tactic_aggression,50,75,450,0.13777777777777775,0.09762907265117952,0.17792648290437596,45,2.075555555555556,1.5989700699465335,2.552141041164578,45,0.8644444444444445,0.5356383958226214,1.1932504930662675,45,-1.211111111111111,-1.5728932628898007,-0.8493289593324213,45,0.8644444444444445,0.5356383958226214,1.1932504930662675,1.211111111111111,0.8493289593324213,1.5728932628898007,2.220446049250313e-16,1.0,50,75,13.777777777777775
equal_75v75_core,tactic_eco_greed,50,0,450,-0.11555555555555558,-0.1469057178246808,-0.08420539328643037,45,-1.5422222222222224,-1.8420737777060285,-1.2423706667384162,45,-0.7977777777777777,-1.0424795226100603,-0.553076032945495,45,0.7444444444444445,0.5208508608459719,0.968038028042917,45,-0.7977777777777777,-1.0424795226100603,-0.553076032945495,-0.7444444444444445,-0.968038028042917,-0.5208508608459719,-2.220446049250313e-16,1.0,50,0,-11.555555555555557
equal_75v75_core,tactic_eco_greed,50,100,450,-0.09333333333333334,-0.13090114437611994,-0.05576552229054675,45,-1.3622222222222222,-1.7352860006484412,-0.9891584437960033,45,-0.7622222222222224,-1.0322545016525275,-0.4921899427919171,45,0.6000000000000001,0.3347418528349773,0.8652581471650229,45,-0.7622222222222224,-1.0322545016525275,-0.4921899427919171,-0.6000000000000001,-0.8652581471650229,-0.3347418528349773,2.220446049250313e-16,1.0,50,100,-9.333333333333334
equal_75v75_core,tactic_eco_greed,50,25,450,-0.002222222222222223,-0.023933015102046745,0.0194885706576023,45,-0.046666666666666676,-0.2545762703332246,0.16124293699989128,45,-0.008888888888888884,-0.19605206071177325,0.17827428293399547,45,0.037777777777777785,-0.10083191350386746,0.17638746905942304,45,-0.008888888888888884,-0.19605206071177325,0.17827428293399547,-0.037777777777777785,-0.17638746905942304,0.10083191350386746,-6.938893903907228e-18,0.3333333333333333,50,25,-0.22222222222222232
equal_75v75_core,tactic_eco_greed,50,75,450,-0.04888888888888889,-0.07652980430550388,-0.021247973472273904,45,-0.8733333333333333,-1.169876747066437,-0.5767899196002295,45,-0.5222222222222223,-0.7465790476356298,-0.2978653968088148,45,0.35111111111111115,0.1620070669902506,0.5402151552319717,45,-0.5222222222222223,-0.7465790476356298,-0.2978653968088148,-0.35111111111111115,-0.5402151552319717,-0.1620070669902506,1.1102230246251565e-16,1.0,50,75,-4.888888888888889
equal_75v75_core,tactic_map_control,50,0,450,0.060000000000000005,0.027089185323081265,0.09291081467691875,45,0.8022222222222223,0.3887733767303769,1.2156710677140676,45,0.31777777777777777,0.05741454172725341,0.5781410138283021,45,-0.48444444444444446,-0.8256082385593286,-0.14328065032956028,45,0.31777777777777777,0.05741454172725341,0.5781410138283021,0.48444444444444446,0.14328065032956028,0.8256082385593286,5.551115123125783e-17,1.0,50,0,6.000000000000001
equal_75v75_core,tactic_map_control,50,100,450,0.006666666666666668,-0.022964145552938,0.036297478886271335,45,0.14888888888888888,-0.1740925676517632,0.471870345429541,45,0.060000000000000005,-0.21034440974312657,0.33034440974312657,45,-0.08888888888888886,-0.3202085074115002,0.1424307296337225,45,0.060000000000000005,-0.21034440974312657,0.33034440974312657,0.08888888888888886,-0.1424307296337225,0.3202085074115002,1.3877787807814457e-17,0.6666666666666666,50,100,0.6666666666666667
